# Energy(eV)  DOS(states/eV)
-5.326633e-01	1.843335e+01
-5.125628e-01	1.659870e+01
-4.924623e-01	8.868397e+00
-4.723618e-01	1.311772e+01
-4.522613e-01	2.772073e+01
-4.321608e-01	5.027113e+00
-4.120603e-01	2.862470e+00
-3.919598e-01	2.342676e+00
-3.718593e-01	2.207889e+00
-3.517588e-01	3.624904e+00
-3.316583e-01	1.927004e+01
-3.115578e-01	2.127036e+00
-2.914573e-01	1.978176e+00
-2.713568e-01	2.521368e+00
-2.512563e-01	4.006403e+00
-2.311558e-01	6.699602e+00
-2.110553e-01	1.378694e+01
-1.909548e-01	3.787073e-01
-1.708543e-01	4.599809e-01
-1.507538e-01	5.634540e-01
-1.306533e-01	6.443351e-01
-1.105528e-01	2.425317e-01
-9.045226e-02	9.179950e-02
-7.035176e-02	6.783670e-05
-5.025126e-02	6.683460e-05
-3.015075e-02	6.980591e-05
-1.005025e-02	7.743010e-05
1.005025e-02	9.437254e-05
3.015075e-02	1.380513e-04
5.025126e-02	3.135754e-04
7.035176e-02	4.782363e-03
9.045226e-02	1.177384e-03
1.105528e-01	6.488585e-04
1.306533e-01	2.017517e-04
1.507538e-01	5.288510e-04
1.708543e-01	4.629428e-04
1.909548e-01	1.454185e-04
2.110553e-01	1.398096e-04
2.311558e-01	1.996155e-04
2.512563e-01	5.880898e-04
2.713568e-01	3.700130e-02
2.914573e-01	4.773601e-04
3.115578e-01	3.642659e-04
3.316583e-01	1.466419e-03
3.517588e-01	2.390360e-03
3.718593e-01	2.562149e-03
3.919598e-01	2.796342e-02
4.120603e-01	9.209438e-04
4.321608e-01	1.019219e-03
4.522613e-01	1.614621e-02
4.723618e-01	2.865740e-02
4.924623e-01	7.282497e-04
5.125628e-01	1.840574e+03
5.326633e-01	2.813054e-03
5.527638e-01	2.031140e-03
5.728643e-01	4.880512e-02
5.929648e-01	2.133223e-02
6.130653e-01	5.825887e-03
6.331658e-01	2.112114e-02
6.532663e-01	7.785211e-04
6.733668e-01	1.074588e-03
6.934673e-01	5.811375e-03
7.135678e-01	1.264279e-03
7.336683e-01	5.994514e-03
7.537688e-01	2.845681e+00
7.738693e-01	1.149472e+00
7.939698e-01	1.195366e+00
8.140704e-01	1.996616e+00
8.341709e-01	3.411481e+00
8.542714e-01	1.446591e+01
8.743719e-01	1.235606e+02
8.944724e-01	6.408851e+00
9.145729e-01	7.652090e+00
9.346734e-01	2.510996e+00
9.547739e-01	4.511068e+00
9.748744e-01	2.866187e+00
9.949749e-01	1.227326e+02
1.015075e+00	9.016284e+00
1.035176e+00	8.222439e+00
1.055276e+00	1.433024e+01
1.075377e+00	4.121649e+00
1.095477e+00	4.879120e+00
1.115578e+00	9.389359e+00
1.135678e+00	7.793680e+01
1.155779e+00	1.384310e+01
1.175879e+00	2.758027e+01
1.195980e+00	2.568417e+01
1.216080e+00	1.451496e+01
1.236181e+00	9.021405e+00
1.256281e+00	2.886310e+01
1.276382e+00	4.672966e+01
1.296482e+00	8.711572e+00
1.316583e+00	1.302848e+01
1.336683e+00	3.585368e+01
1.356784e+00	2.137390e+01
1.376884e+00	2.001381e+01
1.396985e+00	2.354315e+01
1.417085e+00	4.706268e+01
1.437186e+00	1.948873e+01
1.457286e+00	1.194637e+01
1.477387e+00	4.010487e+01
1.497487e+00	1.331921e+01
1.517588e+00	1.081335e+01
1.537688e+00	1.814487e+01
1.557789e+00	3.225967e+01
1.577889e+00	3.451253e+01
1.597990e+00	3.136363e+01
1.618090e+00	3.162813e+01
1.638191e+00	3.528383e+01
1.658291e+00	2.149541e+01
1.678392e+00	3.219186e+01
1.698492e+00	4.433326e+01
1.718593e+00	3.059692e+01
1.738693e+00	5.543264e+01
1.758794e+00	3.440204e+01
1.778894e+00	3.637034e+01
1.798995e+00	4.852746e+01
1.819095e+00	6.711695e+01
1.839196e+00	6.410311e+01
1.859296e+00	3.854912e+01
1.879397e+00	3.253164e+01
1.899497e+00	3.582375e+01
1.919598e+00	2.058414e+01
1.939698e+00	2.731004e+01
1.959799e+00	2.435731e+01
1.979899e+00	4.525505e+01
2.000000e+00	3.982461e+01
