# Energy(eV)  DOS(states/eV)
-2.000000e+00	5.850937e+01
-1.979899e+00	5.061967e+01
-1.959799e+00	4.579979e+01
-1.939698e+00	4.791595e+01
-1.919598e+00	4.876107e+01
-1.899497e+00	5.080368e+01
-1.879397e+00	4.797523e+01
-1.859296e+00	4.003393e+01
-1.839196e+00	4.051682e+01
-1.819095e+00	4.717436e+01
-1.798995e+00	4.603497e+01
-1.778894e+00	4.483948e+01
-1.758794e+00	4.596863e+01
-1.738693e+00	4.446618e+01
-1.718593e+00	4.525406e+01
-1.698492e+00	4.561709e+01
-1.678392e+00	4.708328e+01
-1.658291e+00	4.592389e+01
-1.638191e+00	4.701373e+01
-1.618090e+00	4.835071e+01
-1.597990e+00	4.660995e+01
-1.577889e+00	4.884470e+01
-1.557789e+00	4.000250e+01
-1.537688e+00	3.776483e+01
-1.517588e+00	4.925143e+01
-1.497487e+00	3.422577e+01
-1.477387e+00	3.769347e+01
-1.457286e+00	4.903850e+01
-1.437186e+00	5.284669e+01
-1.417085e+00	6.023046e+01
-1.396985e+00	4.915451e+01
-1.376884e+00	4.321038e+01
-1.356784e+00	4.435427e+01
-1.336683e+00	3.209970e+01
-1.316583e+00	4.389179e+01
-1.296482e+00	4.802559e+01
-1.276382e+00	2.689910e+01
-1.256281e+00	2.828037e+01
-1.236181e+00	3.821130e+01
-1.216080e+00	3.520635e+01
-1.195980e+00	3.997543e+01
-1.175879e+00	3.353380e+01
-1.155779e+00	3.201174e+01
-1.135678e+00	3.561616e+01
-1.115578e+00	4.876420e+01
-1.095477e+00	4.758190e+01
-1.075377e+00	3.492657e+01
-1.055276e+00	2.455724e+01
-1.035176e+00	1.982682e+01
-1.015075e+00	1.381919e+01
-9.949749e-01	1.086354e+01
-9.748744e-01	1.062536e+01
-9.547739e-01	1.542800e+01
-9.346734e-01	3.437797e+01
-9.145729e-01	1.717840e+01
-8.944724e-01	1.303527e+01
-8.743719e-01	1.236355e+01
-8.542714e-01	1.527131e+01
-8.341709e-01	1.472078e+01
-8.140704e-01	2.072213e+01
-7.939698e-01	1.852681e+01
-7.738693e-01	1.320284e+01
-7.537688e-01	2.159029e+01
-7.336683e-01	1.147320e+01
-7.135678e-01	9.128276e+00
-6.934673e-01	1.450529e+01
-6.733668e-01	1.645063e+01
-6.532663e-01	1.145647e+01
-6.331658e-01	3.931102e+01
-6.130653e-01	2.456235e+01
-5.929648e-01	1.468146e+01
-5.728643e-01	1.076057e+01
-5.527638e-01	9.022836e+00
